"Archive_Date","Specialty_HIPE","Speciality","Adult_Child","Age_Profile","Time_Bands","Total"
"31/01/2021","1300.00","Neurology","Adult","65+"," 3-6 Months","9.00"
"31/01/2021","1300.00","Neurology","Adult","65+","15-18 Months","2.00"
"31/01/2021","1503.00","Gynaecology","Adult","16-64"," 3-6 Months","143.00"
"31/01/2021","1503.00","Gynaecology","Adult","16-64","12-15 Months","119.00"
"31/01/2021","1503.00","Gynaecology","Adult","65+"," 9-12 Months","13.00"
"31/01/2021","1800.00","Orthopaedics","Adult","16-64"," 6-9 Months","224.00"
"31/01/2021","1800.00","Orthopaedics","Adult","16-64","12-15 Months","213.00"
"31/01/2021","1800.00","Orthopaedics","Adult","16-64","15-18 Months","189.00"
"31/01/2021","1800.00","Orthopaedics","Child","0-15"," 6-9 Months","15.00"
"31/01/2021","1800.00","Orthopaedics","Child","0-15"," 9-12 Months","6.00"
"31/01/2021","1800.00","Orthopaedics","Child","0-15","15-18 Months","11.00"
"31/01/2021","1900.00","Paediatrics","Adult","16-64"," 0-3 Months","1.00"
"31/01/2021","1900.00","Paediatrics","Child","0-15"," 0-3 Months","106.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","16-64","18 Months +","40.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","65+"," 3-6 Months","11.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","65+"," 6-9 Months","6.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","65+","12-15 Months","3.00"
"31/01/2021","2000.00","Plastic Surgery","Child","0-15"," 0-3 Months","2.00"
"31/01/2021","2000.00","Plastic Surgery","Child","0-15","18 Months +","12.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64"," 0-3 Months","53.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64"," 3-6 Months","68.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64"," 6-9 Months","42.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64","12-15 Months","57.00"
"31/01/2021","2500.00","Rheumatology","Adult","65+"," 9-12 Months","20.00"
"31/01/2021","2600.00","General Surgery","Adult","16-64"," 9-12 Months","186.00"
"31/01/2021","2600.00","General Surgery","Child","0-15"," 9-12 Months","14.00"
"31/01/2021","5000.00","General Medicine","Adult","65+"," 0-3 Months","16.00"
"31/01/2021","5000.00","General Medicine","Adult","65+"," 3-6 Months","12.00"
"31/01/2021","5000.00","General Medicine","Adult","65+"," 6-9 Months","5.00"
"31/01/2021","0.00","Small Volume Specialities","Adult","16-64"," 6-9 Months","1.00"
"31/01/2021","0.00","Small Volume Specialities","Adult","16-64"," 9-12 Months","1.00"
"31/01/2021","0.00","Small Volume Specialities","Adult","16-64","15-18 Months","1.00"
"31/01/2021","100.00","Cardiology","Adult","16-64"," 0-3 Months","121.00"
"31/01/2021","100.00","Cardiology","Adult","16-64"," 3-6 Months","84.00"
"31/01/2021","100.00","Cardiology","Adult","16-64","12-15 Months","112.00"
"31/01/2021","100.00","Cardiology","Adult","65+"," 6-9 Months","38.00"
"31/01/2021","100.00","Cardiology","Adult","65+","15-18 Months","37.00"
"31/01/2021","100.00","Cardiology","Child","0-15"," 0-3 Months","1.00"
"31/01/2021","100.00","Cardiology","Child","0-15"," 3-6 Months","1.00"
"31/01/2021","700.00","Gastro-Enterology","Adult","65+"," 0-3 Months","28.00"
"31/01/2021","700.00","Gastro-Enterology","Adult","65+"," 6-9 Months","9.00"
"31/01/2021","700.00","Gastro-Enterology","Adult","65+","18 Months +","16.00"
"31/01/2021","1100.00","Haematology","Adult","65+"," 3-6 Months","8.00"
"31/01/2021","1100.00","Haematology","Child","0-15"," 0-3 Months","15.00"
"31/01/2021","1100.00","Haematology","Child","0-15","15-18 Months","3.00"
"31/01/2021","1100.00","Haematology","Child","0-15","18 Months +","2.00"
"31/01/2021","1302.00","Paediatric Neurology","Adult","16-64"," 9-12 Months","1.00"
"31/01/2021","1302.00","Paediatric Neurology","Adult","16-64","18 Months +","7.00"
"31/01/2021","1302.00","Paediatric Neurology","Child","0-15","18 Months +","29.00"
"31/01/2021","1700.00","Ophthalmology","Child","0-15"," 6-9 Months","4.00"
"31/01/2021","1700.00","Ophthalmology","Child","0-15","15-18 Months","1.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","16-64"," 3-6 Months","98.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","16-64","12-15 Months","58.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","65+"," 9-12 Months","33.00"
"31/01/2021","2600.00","General Surgery","Adult","16-64","15-18 Months","8.00"
"31/01/2021","2600.00","General Surgery","Adult","65+"," 9-12 Months","7.00"
"31/01/2021","2602.00","Gastro-Intestinal Surgery","Adult","16-64"," 9-12 Months","12.00"
"31/01/2021","2602.00","Gastro-Intestinal Surgery","Adult","16-64","18 Months +","25.00"
"31/01/2021","2602.00","Gastro-Intestinal Surgery","Adult","65+"," 0-3 Months","23.00"
"31/01/2021","2602.00","Gastro-Intestinal Surgery","Adult","65+"," 3-6 Months","12.00"
"31/01/2021","2602.00","Gastro-Intestinal Surgery","Adult","65+","12-15 Months","7.00"
"31/01/2021","2603.00","Hepato-Biliary Surgery","Adult","16-64"," 6-9 Months","1.00"
"31/01/2021","2604.00","Vascular Surgery","Adult","16-64"," 0-3 Months","82.00"
"31/01/2021","2604.00","Vascular Surgery","Adult","16-64"," 6-9 Months","29.00"
"31/01/2021","2604.00","Vascular Surgery","Adult","16-64","12-15 Months","35.00"
"31/01/2021","2604.00","Vascular Surgery","Adult","16-64","15-18 Months","54.00"
"31/01/2021","5000.00","General Medicine","Adult","65+"," 0-3 Months","4.00"
"31/01/2021","7800.00","Urology","Adult","16-64","18 Months +","248.00"
"31/01/2021","7800.00","Urology","Adult","65+"," 0-3 Months","70.00"
"31/01/2021","7800.00","Urology","Adult","65+"," 6-9 Months","23.00"
"31/01/2021","7800.00","Urology","Adult","65+","15-18 Months","13.00"
"31/01/2021","7800.00","Urology","Child","0-15"," 0-3 Months","60.00"
"31/01/2021","7800.00","Urology","Child","0-15"," 3-6 Months","51.00"
"31/01/2021","7800.00","Urology","Child","0-15","12-15 Months","34.00"
"31/01/2021","8003.00","Pain Relief","Adult","16-64"," 6-9 Months","58.00"
"31/01/2021","8900.00","Microbiology","Adult","16-64"," 9-12 Months","2.00"
"31/01/2021","0.00","Small Volume Specialities","Adult","16-64"," 0-3 Months","1.00"
"31/01/2021","300.00","Dermatology","Adult","16-64"," 3-6 Months","377.00"
"31/01/2021","300.00","Dermatology","Adult","16-64"," 6-9 Months","179.00"
"31/01/2021","300.00","Dermatology","Adult","16-64","12-15 Months","71.00"
"31/01/2021","300.00","Dermatology","Adult","16-64","15-18 Months","83.00"
"31/01/2021","300.00","Dermatology","Child","0-15"," 3-6 Months","53.00"
"31/01/2021","300.00","Dermatology","Child","0-15"," 6-9 Months","24.00"
"31/01/2021","300.00","Dermatology","Child","0-15","12-15 Months","9.00"
"31/01/2021","300.00","Dermatology","Child","0-15","15-18 Months","14.00"
"31/01/2021","400.00","Endocrinology","Adult","16-64"," 0-3 Months","54.00"
"31/01/2021","400.00","Endocrinology","Adult","16-64","15-18 Months","67.00"
"31/01/2021","400.00","Endocrinology","Adult","16-64","18 Months +","107.00"
"31/01/2021","400.00","Endocrinology","Adult","65+"," 3-6 Months","23.00"
"31/01/2021","400.00","Endocrinology","Adult","65+","12-15 Months","13.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Adult","16-64","18 Months +","1239.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Adult","65+"," 0-3 Months","222.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Adult","65+"," 3-6 Months","74.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Adult","65+","12-15 Months","53.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Adult","65+","15-18 Months","42.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Child","0-15"," 6-9 Months","64.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Child","0-15","18 Months +","235.00"
"31/01/2021","1600.00","Oncology","Adult","16-64"," 0-3 Months","5.00"
"31/01/2021","1800.00","Orthopaedics","Adult","16-64"," 9-12 Months","367.00"
"31/01/2021","1800.00","Orthopaedics","Adult","65+","18 Months +","996.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","16-64"," 3-6 Months","127.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","16-64"," 6-9 Months","82.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","16-64","12-15 Months","79.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","65+"," 9-12 Months","46.00"
"31/01/2021","1400.00","Neurosurgery","Adult","65+","18 Months +","182.00"
"31/01/2021","1600.00","Oncology","Adult","16-64"," 0-3 Months","21.00"
"31/01/2021","1600.00","Oncology","Adult","16-64"," 3-6 Months","4.00"
"31/01/2021","1600.00","Oncology","Adult","16-64"," 9-12 Months","7.00"
"31/01/2021","1600.00","Oncology","Adult","16-64","12-15 Months","3.00"
"31/01/2021","1700.00","Ophthalmology","Adult","16-64"," 3-6 Months","226.00"
"31/01/2021","1700.00","Ophthalmology","Adult","16-64","12-15 Months","201.00"
"31/01/2021","1700.00","Ophthalmology","Adult","65+","15-18 Months","331.00"
"31/01/2021","1700.00","Ophthalmology","Child","0-15","18 Months +","418.00"
"31/01/2021","1800.00","Orthopaedics","Adult","65+"," 0-3 Months","22.00"
"31/01/2021","1800.00","Orthopaedics","Adult","65+"," 9-12 Months","1.00"
"31/01/2021","1800.00","Orthopaedics","Adult","65+","18 Months +","1.00"
"31/01/2021","1800.00","Orthopaedics","Child","0-15"," 3-6 Months","1.00"
"31/01/2021","1900.00","Paediatrics","Adult","16-64"," 3-6 Months","3.00"
"31/01/2021","1900.00","Paediatrics","Adult","16-64"," 6-9 Months","1.00"
"31/01/2021","1900.00","Paediatrics","Adult","16-64","12-15 Months","1.00"
"31/01/2021","1900.00","Paediatrics","Child","0-15","18 Months +","37.00"
"31/01/2021","1902.00","Paed Cardiology","Child","0-15"," 3-6 Months","134.00"
"31/01/2021","1902.00","Paed Cardiology","Child","0-15"," 6-9 Months","76.00"
"31/01/2021","1902.00","Paed Cardiology","Child","0-15","12-15 Months","102.00"
"31/01/2021","1905.00","Paed Endocrinology","Adult","16-64"," 3-6 Months","1.00"
"31/01/2021","1905.00","Paed Endocrinology","Adult","16-64"," 6-9 Months","1.00"
"31/01/2021","1905.00","Paed Endocrinology","Adult","16-64"," 9-12 Months","1.00"
"31/01/2021","1905.00","Paed Endocrinology","Adult","16-64","12-15 Months","1.00"
"31/01/2021","1905.00","Paed Endocrinology","Child","0-15","15-18 Months","14.00"
"31/01/2021","1905.00","Paed Endocrinology","Child","0-15","18 Months +","18.00"
"31/01/2021","1912.00","Paediatric Respiratory Medicine","Adult","16-64"," 6-9 Months","1.00"
"31/01/2021","1912.00","Paediatric Respiratory Medicine","Adult","16-64","12-15 Months","1.00"
"31/01/2021","1912.00","Paediatric Respiratory Medicine","Child","0-15","15-18 Months","18.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","16-64"," 3-6 Months","176.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","16-64"," 6-9 Months","110.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","16-64","12-15 Months","145.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","65+","15-18 Months","30.00"
"31/01/2021","2000.00","Plastic Surgery","Child","0-15","18 Months +","54.00"
"31/01/2021","2300.00","Nephrology","Adult","16-64"," 0-3 Months","76.00"
"31/01/2021","2300.00","Nephrology","Adult","16-64"," 3-6 Months","24.00"
"31/01/2021","2300.00","Nephrology","Adult","16-64"," 9-12 Months","5.00"
"31/01/2021","2300.00","Nephrology","Adult","16-64","12-15 Months","5.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","16-64"," 0-3 Months","131.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","16-64"," 9-12 Months","65.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","16-64","15-18 Months","55.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","16-64","18 Months +","65.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","65+"," 3-6 Months","51.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","65+"," 6-9 Months","41.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","65+","12-15 Months","39.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64","15-18 Months","118.00"
"31/01/2021","2500.00","Rheumatology","Adult","65+","18 Months +","114.00"
"31/01/2021","2500.00","Rheumatology","Child","0-15"," 0-3 Months","1.00"
"31/01/2021","2500.00","Rheumatology","Child","0-15"," 6-9 Months","1.00"
"31/01/2021","2600.00","General Surgery","Adult","65+","15-18 Months","10.00"
"31/01/2021","2600.00","General Surgery","Child","0-15"," 3-6 Months","28.00"
"31/01/2021","2600.00","General Surgery","Child","0-15"," 6-9 Months","16.00"
"31/01/2021","2600.00","General Surgery","Child","0-15"," 9-12 Months","14.00"
"31/01/2021","2600.00","General Surgery","Child","0-15","12-15 Months","24.00"
"31/01/2021","2604.00","Vascular Surgery","Adult","16-64"," 3-6 Months","86.00"
"31/01/2021","2604.00","Vascular Surgery","Adult","16-64","12-15 Months","56.00"
"31/01/2021","2604.00","Vascular Surgery","Adult","65+","15-18 Months","15.00"
"31/01/2021","2605.00","Breast Surgery","Adult","65+"," 0-3 Months","91.00"
"31/01/2021","2605.00","Breast Surgery","Adult","65+","15-18 Months","3.00"
"31/01/2021","2605.00","Breast Surgery","Child","0-15"," 3-6 Months","2.00"
"31/01/2021","2605.00","Breast Surgery","Child","0-15"," 9-12 Months","3.00"
"31/01/2021","2605.00","Breast Surgery","Child","0-15","12-15 Months","1.00"
"31/01/2021","2700.00","Infectious Diseases","Adult","16-64"," 0-3 Months","25.00"
"31/01/2021","5000.00","General Medicine","Adult","16-64","15-18 Months","2.00"
"31/01/2021","5000.00","General Medicine","Adult","16-64","18 Months +","4.00"
"31/01/2021","5000.00","General Medicine","Adult","65+"," 0-3 Months","4.00"
"31/01/2021","5000.00","General Medicine","Adult","65+"," 3-6 Months","1.00"
"31/01/2021","5000.00","General Medicine","Adult","65+"," 6-9 Months","1.00"
"31/01/2021","7800.00","Urology","Adult","16-64","15-18 Months","86.00"
"31/01/2021","7800.00","Urology","Child","0-15"," 0-3 Months","109.00"
"31/01/2021","7800.00","Urology","Child","0-15"," 3-6 Months","95.00"
"31/01/2021","7800.00","Urology","Child","0-15"," 6-9 Months","75.00"
"31/01/2021","7800.00","Urology","Child","0-15"," 9-12 Months","46.00"
"31/01/2021","7800.00","Urology","Child","0-15","12-15 Months","53.00"
"31/01/2021","1503.00","Gynaecology","Adult","16-64"," 9-12 Months","74.00"
"31/01/2021","1503.00","Gynaecology","Adult","16-64","18 Months +","4.00"
"31/01/2021","1503.00","Gynaecology","Adult","65+"," 3-6 Months","50.00"
"31/01/2021","1503.00","Gynaecology","Adult","65+"," 6-9 Months","30.00"
"31/01/2021","1503.00","Gynaecology","Adult","65+","12-15 Months","6.00"
"31/01/2021","100.00","Cardiology","Adult","65+","15-18 Months","49.00"
"31/01/2021","100.00","Cardiology","Child","0-15"," 0-3 Months","3.00"
"31/01/2021","300.00","Dermatology","Adult","65+","15-18 Months","20.00"
"31/01/2021","300.00","Dermatology","Child","0-15"," 0-3 Months","26.00"
"31/01/2021","300.00","Dermatology","Child","0-15"," 3-6 Months","12.00"
"31/01/2021","300.00","Dermatology","Child","0-15"," 6-9 Months","11.00"
"31/01/2021","300.00","Dermatology","Child","0-15"," 9-12 Months","15.00"
"31/01/2021","300.00","Dermatology","Child","0-15","12-15 Months","14.00"
"31/01/2021","300.00","Dermatology","Child","0-15","18 Months +","21.00"
"31/01/2021","400.00","Endocrinology","Adult","16-64"," 0-3 Months","25.00"
"31/01/2021","400.00","Endocrinology","Adult","16-64","15-18 Months","18.00"
"31/01/2021","400.00","Endocrinology","Adult","65+"," 3-6 Months","5.00"
"31/01/2021","400.00","Endocrinology","Adult","65+"," 6-9 Months","1.00"
"31/01/2021","400.00","Endocrinology","Adult","65+"," 9-12 Months","5.00"
"31/01/2021","400.00","Endocrinology","Adult","65+","12-15 Months","2.00"
"31/01/2021","402.00","Diabetes Mellitus","Adult","16-64"," 0-3 Months","18.00"
"31/01/2021","402.00","Diabetes Mellitus","Adult","65+"," 6-9 Months","10.00"
"31/01/2021","402.00","Diabetes Mellitus","Adult","65+","12-15 Months","7.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Adult","16-64","15-18 Months","67.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Adult","16-64","18 Months +","528.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Adult","65+"," 0-3 Months","28.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Child","0-15"," 6-9 Months","17.00"
"31/01/2021","600.00","Otolaryngology (ENT)","Child","0-15"," 9-12 Months","36.00"
"31/01/2021","1900.00","Paediatrics","Adult","16-64"," 9-12 Months","3.00"
"31/01/2021","1900.00","Paediatrics","Adult","16-64","12-15 Months","1.00"
"31/01/2021","1902.00","Paed Cardiology","Child","0-15","18 Months +","10.00"
"31/01/2021","2003.00","Maxillo-Facial","Adult","16-64"," 6-9 Months","121.00"
"31/01/2021","2003.00","Maxillo-Facial","Adult","65+","15-18 Months","21.00"
"31/01/2021","2003.00","Maxillo-Facial","Child","0-15"," 6-9 Months","6.00"
"31/01/2021","2003.00","Maxillo-Facial","Child","0-15"," 9-12 Months","6.00"
"31/01/2021","2003.00","Maxillo-Facial","Child","0-15","18 Months +","79.00"
"31/01/2021","2300.00","Nephrology","Adult","16-64","15-18 Months","1.00"
"31/01/2021","2300.00","Nephrology","Adult","65+"," 0-3 Months","52.00"
"31/01/2021","2300.00","Nephrology","Adult","65+"," 3-6 Months","35.00"
"31/01/2021","2300.00","Nephrology","Adult","65+"," 6-9 Months","18.00"
"31/01/2021","2300.00","Nephrology","Adult","65+"," 9-12 Months","33.00"
"31/01/2021","2300.00","Nephrology","Adult","65+","12-15 Months","6.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","16-64","15-18 Months","159.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","65+"," 3-6 Months","98.00"
"31/01/2021","2400.00","Respiratory Medicine","Adult","65+","18 Months +","514.00"
"31/01/2021","2400.00","Respiratory Medicine","Child","0-15"," 6-9 Months","1.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64"," 6-9 Months","77.00"
"31/01/2021","2500.00","Rheumatology","Child","0-15"," 0-3 Months","2.00"
"31/01/2021","2500.00","Rheumatology","Child","0-15","18 Months +","4.00"
"31/01/2021","2600.00","General Surgery","Adult","16-64"," 3-6 Months","709.00"
"31/01/2021","2600.00","General Surgery","Adult","16-64"," 6-9 Months","332.00"
"31/01/2021","2600.00","General Surgery","Adult","16-64","12-15 Months","113.00"
"31/01/2021","2604.00","Vascular Surgery","Adult","16-64"," 0-3 Months","129.00"
"31/01/2021","2604.00","Vascular Surgery","Adult","65+"," 6-9 Months","101.00"
"31/01/2021","2700.00","Infectious Diseases","Adult","65+"," 0-3 Months","4.00"
"31/01/2021","5000.00","General Medicine","Adult","16-64","15-18 Months","4.00"
"31/01/2021","5000.00","General Medicine","Child","0-15","12-15 Months","1.00"
"31/01/2021","7200.00","Paediatric Surgery","Child","0-15"," 6-9 Months","3.00"
"31/01/2021","7800.00","Urology","Adult","16-64"," 3-6 Months","117.00"
"31/01/2021","7800.00","Urology","Adult","16-64"," 6-9 Months","147.00"
"31/01/2021","7800.00","Urology","Adult","16-64","12-15 Months","116.00"
"31/01/2021","7800.00","Urology","Child","0-15","18 Months +","392.00"
"31/01/2021","8003.00","Pain Relief","Adult","16-64","15-18 Months","38.00"
"31/01/2021","8003.00","Pain Relief","Adult","65+"," 0-3 Months","29.00"
"31/01/2021","8003.00","Pain Relief","Adult","65+"," 6-9 Months","19.00"
"31/01/2021","8003.00","Pain Relief","Adult","65+"," 9-12 Months","21.00"
"31/01/2021","8003.00","Pain Relief","Adult","65+","12-15 Months","23.00"
"31/01/2021","8003.00","Pain Relief","Adult","65+","18 Months +","155.00"
"31/01/2021","1800.00","Orthopaedics","Adult","16-64"," 0-3 Months","488.00"
"31/01/2021","1800.00","Orthopaedics","Adult","16-64"," 9-12 Months","368.00"
"31/01/2021","1800.00","Orthopaedics","Adult","16-64","18 Months +","1716.00"
"31/01/2021","1800.00","Orthopaedics","Adult","65+"," 3-6 Months","251.00"
"31/01/2021","1800.00","Orthopaedics","Adult","65+"," 6-9 Months","196.00"
"31/01/2021","1800.00","Orthopaedics","Adult","65+","12-15 Months","201.00"
"31/01/2021","1800.00","Orthopaedics","Child","0-15","15-18 Months","1.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64","18 Months +","92.00"
"31/01/2021","2500.00","Rheumatology","Adult","65+"," 0-3 Months","40.00"
"31/01/2021","2500.00","Rheumatology","Adult","65+"," 6-9 Months","2.00"
"31/01/2021","2500.00","Rheumatology","Adult","65+"," 9-12 Months","4.00"
"31/01/2021","100.00","Cardiology","Adult","16-64","15-18 Months","13.00"
"31/01/2021","100.00","Cardiology","Adult","65+","18 Months +","3.00"
"31/01/2021","100.00","Cardiology","Child","0-15"," 6-9 Months","1.00"
"31/01/2021","1503.00","Gynaecology","Adult","16-64"," 3-6 Months","35.00"
"31/01/2021","1503.00","Gynaecology","Adult","16-64","12-15 Months","21.00"
"31/01/2021","2003.00","Maxillo-Facial","Adult","16-64"," 0-3 Months","21.00"
"31/01/2021","2003.00","Maxillo-Facial","Adult","16-64"," 6-9 Months","18.00"
"31/01/2021","2003.00","Maxillo-Facial","Adult","16-64"," 9-12 Months","31.00"
"31/01/2021","2003.00","Maxillo-Facial","Adult","16-64","18 Months +","5.00"
"31/01/2021","2003.00","Maxillo-Facial","Adult","65+"," 3-6 Months","5.00"
"31/01/2021","2003.00","Maxillo-Facial","Adult","65+","12-15 Months","9.00"
"31/01/2021","2003.00","Maxillo-Facial","Child","0-15","15-18 Months","2.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64"," 0-3 Months","44.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64"," 9-12 Months","18.00"
"31/01/2021","2500.00","Rheumatology","Adult","65+"," 3-6 Months","12.00"
"31/01/2021","2500.00","Rheumatology","Adult","65+"," 6-9 Months","8.00"
"31/01/2021","2500.00","Rheumatology","Adult","65+","12-15 Months","4.00"
"31/01/2021","5000.00","General Medicine","Adult","16-64"," 0-3 Months","9.00"
"31/01/2021","5000.00","General Medicine","Adult","16-64"," 6-9 Months","5.00"
"31/01/2021","5000.00","General Medicine","Adult","16-64"," 9-12 Months","10.00"
"31/01/2021","100.00","Cardiology","Adult","16-64","15-18 Months","54.00"
"31/01/2021","100.00","Cardiology","Adult","65+"," 0-3 Months","52.00"
"31/01/2021","100.00","Cardiology","Adult","65+"," 6-9 Months","27.00"
"31/01/2021","100.00","Cardiology","Adult","65+"," 9-12 Months","39.00"
"31/01/2021","100.00","Cardiology","Adult","65+","18 Months +","118.00"
"31/01/2021","1503.00","Gynaecology","Adult","65+","15-18 Months","2.00"
"31/01/2021","1503.00","Gynaecology","Child","0-15"," 0-3 Months","4.00"
"31/01/2021","1503.00","Gynaecology","Child","0-15"," 3-6 Months","1.00"
"31/01/2021","1900.00","Paediatrics","Adult","16-64"," 0-3 Months","1.00"
"31/01/2021","1900.00","Paediatrics","Child","0-15","15-18 Months","2.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","16-64"," 0-3 Months","6.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","16-64","15-18 Months","19.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","16-64","18 Months +","24.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","65+"," 3-6 Months","4.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","65+"," 6-9 Months","5.00"
"31/01/2021","2000.00","Plastic Surgery","Adult","65+","12-15 Months","5.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64"," 3-6 Months","16.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64"," 6-9 Months","8.00"
"31/01/2021","2500.00","Rheumatology","Adult","16-64","12-15 Months","14.00"
"31/01/2021","2500.00","Rheumatology","Adult","65+","15-18 Months","3.00"
"31/01/2021","2500.00","Rheumatology","Child","0-15","18 Months +","1.00"
"31/01/2021","5000.00","General Medicine","Adult","65+","15-18 Months","2.00"
"31/01/2021","5000.00","General Medicine","Adult","65+","18 Months +","2.00"
"31/01/2021","1503.00","Gynaecology","Adult","16-64"," 6-9 Months","36.00"
"31/01/2021","1503.00","Gynaecology","Child","0-15"," 0-3 Months","3.00"
"31/01/2021","2600.00","General Surgery","Adult","16-64"," 0-3 Months","79.00"
"31/01/2021","2600.00","General Surgery","Adult","16-64"," 9-12 Months","4.00"
"31/01/2021","2600.00","General Surgery","Adult","65+"," 6-9 Months","3.00"
"31/01/2021","7800.00","Urology","Adult","16-64"," 3-6 Months","6.00"
"31/01/2021","7800.00","Urology","Adult","16-64"," 6-9 Months","2.00"
"31/01/2021","7800.00","Urology","Adult","16-64"," 9-12 Months","5.00"
"31/01/2021","7800.00","Urology","Adult","16-64","12-15 Months","2.00"
"31/01/2021","8003.00","Pain Relief","Adult","16-64","15-18 Months","52.00"
"31/01/2021","8003.00","Pain Relief","Adult","65+","18 Months +","115.00"
"28/02/2021","0.00","Small Volume Specialities","Child","0-15"," 6-9 Months","2.00"
"28/02/2021","601.00","Paediatric ENT","Child","0-15"," 0-3 Months","576.00"
"28/02/2021","601.00","Paediatric ENT","Child","0-15"," 3-6 Months","515.00"
"28/02/2021","601.00","Paediatric ENT","Child","0-15"," 9-12 Months","395.00"
"28/02/2021","601.00","Paediatric ENT","Child","0-15","12-15 Months","764.00"
"28/02/2021","601.00","Paediatric ENT","Child","16-64"," 6-9 Months","12.00"
"28/02/2021","601.00","Paediatric ENT","Child","16-64"," 9-12 Months","8.00"
"28/02/2021","1302.00","Paediatric Neurology","Child","0-15"," 6-9 Months","38.00"
"28/02/2021","1402.00","Paediatric Neurosurgery","Child","0-15"," 0-3 Months","22.00"
"28/02/2021","1402.00","Paediatric Neurosurgery","Child","0-15","18 Months +","8.00"
"28/02/2021","1402.00","Paediatric Neurosurgery","Child","16-64"," 0-3 Months","9.00"
"28/02/2021","1402.00","Paediatric Neurosurgery","Child","16-64"," 3-6 Months","5.00"
"28/02/2021","1503.00","Gynaecology","Child","0-15","18 Months +","5.00"
"28/02/2021","1503.00","Gynaecology","Child","16-64"," 0-3 Months","3.00"
"28/02/2021","1700.00","Ophthalmology","Child","0-15"," 6-9 Months","198.00"
"28/02/2021","1802.00","Paed Orthopaedic","Child","16-64","15-18 Months","28.00"
"28/02/2021","1902.00","Paed Cardiology","Child","0-15","15-18 Months","51.00"
"28/02/2021","1902.00","Paed Cardiology","Child","16-64","18 Months +","18.00"
"28/02/2021","1902.00","Paed Cardiology","Child","65+"," 3-6 Months","1.00"
"28/02/2021","1904.00","Neonatology","Child","0-15"," 0-3 Months","7.00"
"28/02/2021","1904.00","Neonatology","Child","0-15"," 3-6 Months","2.00"
"28/02/2021","1904.00","Neonatology","Child","0-15"," 6-9 Months","1.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","0-15"," 0-3 Months","190.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","0-15"," 3-6 Months","121.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","0-15"," 6-9 Months","68.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","0-15"," 9-12 Months","49.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","0-15","12-15 Months","74.00"
"28/02/2021","1905.00","Paed Endocrinology","Child","16-64"," 6-9 Months","3.00"
